-4.6738030,17.65940688
1.761331,7.15528784
31.21444314,12.65852519
-0.18925032,2.53326805
3.19751571,7.70025685
6.39416587,7.28738069
0.92264276,19.01677471
-12.6403261,12.58821449
-2.07165631,-4.23889189
-3.72685765,13.71171132
22.30954697,14.20638107
10.66786965,4.04494489
8.06782044,25.46797208
2.53480019,16.80838336
16.09448986,13.25211928
11.10943072,13.05390079
10.59763382,14.51709198
25.96955503,-2.46813368
5.48444799,10.8281009
5.14709799,18.53216241
6.90747179,-6.43993382
4.4865558,4.01479436
16.51588254,13.28677907
3.17984972,22.24273365
10.23845068,14.43282372
7.24178057,20.34690201
3.71281901,-3.50263256
-10.51726453,23.45575233
3.79165382,6.3405287
15.7019685,20.60388052
18.08510084,6.19823821
7.5808507,16.44458276
-4.405385,13.35478582
3.35614679,5.07358889
5.12483367,26.87455033
5.11537266,26.14751123
10.26397239,10.91767764
10.91592829,-6.63804417
12.31145991,18.19267278
13.61771343,3.46774464
23.74292149,15.3542647
8.52931253,11.01873418
16.747492,13.60263637
-0.18552563,20.28741732
15.25939663,0.59940142
24.42935811,8.94694509
19.1256417,16.74113421
14.69073313,-6.52145931
21.14361472,17.34393347
-3.62477126,25.48324893
3.1000082,-5.46903772
9.07955618,4.68707355
22.98145407,7.94597879
18.91971674,21.79520582
7.90867644,18.73933955
11.70051334,16.41411297
7.73598454,13.79342629
17.2859974,13.33946373
16.87271657,11.00232431
13.47515803,7.5423327 
0.77133542,0.96227392
-3.68560422,-1.67028498
11.16793422,30.53059455
21.44616963,-6.68827235
19.21350524,14.45729657
4.37190568,5.42201209
8.15924221,19.298935
